poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
81607,1447,Civiqs,"","",Civiqs,471,Civiqs,B-,Online,Missouri,11/4/22,11/7/22,,"",,165210,746,lv,,lv,,11/7/22 16:33,"",https://civiqs.com/documents/Civiqs_MO_banner_book_2022_11_g9c7re.pdf,"",false,,8936,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Schmitt,19218,Eric Schmitt,55.0
81620,1497,co/efficient,"","",co/efficient,514,co/efficient,B/C,IVR/Text,Colorado,11/3/22,11/7/22,,"",,165275,856,lv,,lv,,11/7/22 18:33,"",https://coefficient.org/cosen11zxvnb/,"",false,,8922,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Bennet,28366,Michael Bennet,51.0
81620,1497,co/efficient,"","",co/efficient,514,co/efficient,B/C,IVR/Text,Colorado,11/3/22,11/7/22,,"",,165275,856,lv,,lv,,11/7/22 18:33,"",https://coefficient.org/cosen11zxvnb/,"",false,,8922,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,O'Dea,30404,Joe O'Dea,43.0
81595,235,InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Georgia,11/6/22,11/6/22,,"",,165162,550,lv,,lv,,11/7/22 11:58,"",https://www.fox5atlanta.com/news/georgia-midterm-election-insideradvantage-poll-results-kemp-walker,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Warnock,19086,Raphael Warnock,47.0
81595,235,InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Georgia,11/6/22,11/6/22,,"",,165162,550,lv,,lv,,11/7/22 11:58,"",https://www.fox5atlanta.com/news/georgia-midterm-election-insideradvantage-poll-results-kemp-walker,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Walker,19088,Herschel Junior Walker,49.0
81595,235,InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Georgia,11/6/22,11/6/22,,"",,165162,550,lv,,lv,,11/7/22 11:58,"",https://www.fox5atlanta.com/news/georgia-midterm-election-insideradvantage-poll-results-kemp-walker,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Oliver,29535,Chase Oliver,1.0
81578,1708,Phillips Academy,1781,Abbot Academy Fund,Phillips Academy,699,Phillips Academy,,IVR/Text,New Hampshire,11/5/22,11/6/22,,"",,165123,1056,lv,,lv,,11/7/22 09:14,"",https://andoverpoll.com/2022/11/07/new-hampshire-leans-purple-hassan-leads-bolduc-by-4-sununu-has-a-22-point-lead/,"",false,,8938,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Hassan,18225,Maggie Hassan,48.3
81578,1708,Phillips Academy,1781,Abbot Academy Fund,Phillips Academy,699,Phillips Academy,,IVR/Text,New Hampshire,11/5/22,11/6/22,,"",,165123,1056,lv,,lv,,11/7/22 09:14,"",https://andoverpoll.com/2022/11/07/new-hampshire-leans-purple-hassan-leads-bolduc-by-4-sununu-has-a-22-point-lead/,"",false,,8938,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Bolduc,18228,Donald C. Bolduc,44.7
81578,1708,Phillips Academy,1781,Abbot Academy Fund,Phillips Academy,699,Phillips Academy,,IVR/Text,New Hampshire,11/5/22,11/6/22,,"",,165123,1056,lv,,lv,,11/7/22 09:14,"",https://andoverpoll.com/2022/11/07/new-hampshire-leans-purple-hassan-leads-bolduc-by-4-sununu-has-a-22-point-lead/,"",false,,8938,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Kauffman,29746,Jeremy Kauffman,1.5
81601,1747,Ascend Action,"","",Ascend Action,726,Ascend Action,,Live Phone/Text,Oklahoma,11/5/22,11/6/22,,"",,165202,682,lv,,lv,,11/7/22 16:19,"",https://okcfox.com/news/local/oklahoma-governor-election-republican-kevin-stitt-democrat-joy-hofmeister-midterms-ascend-action-vote-education-tribes-economy-election-day-poll-joe-biden-campaign-2022-state-superintendent-united-states-senate,"",false,,8943,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,M. Horn,30519,Madison Horn,36.0
81601,1747,Ascend Action,"","",Ascend Action,726,Ascend Action,,Live Phone/Text,Oklahoma,11/5/22,11/6/22,,"",,165202,682,lv,,lv,,11/7/22 16:19,"",https://okcfox.com/news/local/oklahoma-governor-election-republican-kevin-stitt-democrat-joy-hofmeister-midterms-ascend-action-vote-education-tribes-economy-election-day-poll-joe-biden-campaign-2022-state-superintendent-united-states-senate,"",false,,8943,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Lankford,29287,James Lankford,56.0
81601,1747,Ascend Action,"","",Ascend Action,726,Ascend Action,,Live Phone/Text,Oklahoma,11/5/22,11/6/22,,"",,165202,682,lv,,lv,,11/7/22 16:19,"",https://okcfox.com/news/local/oklahoma-governor-election-republican-kevin-stitt-democrat-joy-hofmeister-midterms-ascend-action-vote-education-tribes-economy-election-day-poll-joe-biden-campaign-2022-state-superintendent-united-states-senate,"",false,,8943,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Blevins,30095,Kenneth D. Blevins,1.0
81601,1747,Ascend Action,"","",Ascend Action,726,Ascend Action,,Live Phone/Text,Oklahoma,11/5/22,11/6/22,,"",,165202,682,lv,,lv,,11/7/22 16:19,"",https://okcfox.com/news/local/oklahoma-governor-election-republican-kevin-stitt-democrat-joy-hofmeister-midterms-ascend-action-vote-education-tribes-economy-election-day-poll-joe-biden-campaign-2022-state-superintendent-united-states-senate,"",false,,8943,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,IND,Delaney,30096,Micahael L. Delaney,2.0
81601,1747,Ascend Action,"","",Ascend Action,726,Ascend Action,,Live Phone/Text,Oklahoma,11/5/22,11/6/22,,"",,165203,682,lv,,lv,,11/7/22 16:19,"",https://okcfox.com/news/local/oklahoma-governor-election-republican-kevin-stitt-democrat-joy-hofmeister-midterms-ascend-action-vote-education-tribes-economy-election-day-poll-joe-biden-campaign-2022-state-superintendent-united-states-senate,"",false,,9482,2022,U.S. Senate,0,Class II,11/8/22,general,false,false,DEM,K. Horn,29866,Kendra Horn,41.0
81601,1747,Ascend Action,"","",Ascend Action,726,Ascend Action,,Live Phone/Text,Oklahoma,11/5/22,11/6/22,,"",,165203,682,lv,,lv,,11/7/22 16:19,"",https://okcfox.com/news/local/oklahoma-governor-election-republican-kevin-stitt-democrat-joy-hofmeister-midterms-ascend-action-vote-education-tribes-economy-election-day-poll-joe-biden-campaign-2022-state-superintendent-united-states-senate,"",false,,9482,2022,U.S. Senate,0,Class II,11/8/22,general,false,false,REP,Mullin,29865,Markwayne Mullin,53.0
81601,1747,Ascend Action,"","",Ascend Action,726,Ascend Action,,Live Phone/Text,Oklahoma,11/5/22,11/6/22,,"",,165203,682,lv,,lv,,11/7/22 16:19,"",https://okcfox.com/news/local/oklahoma-governor-election-republican-kevin-stitt-democrat-joy-hofmeister-midterms-ascend-action-vote-education-tribes-economy-election-day-poll-joe-biden-campaign-2022-state-superintendent-united-states-senate,"",false,,9482,2022,U.S. Senate,0,Class II,11/8/22,general,false,false,LIB,Murphy,30093,Robert Murphy,1.0
81601,1747,Ascend Action,"","",Ascend Action,726,Ascend Action,,Live Phone/Text,Oklahoma,11/5/22,11/6/22,,"",,165203,682,lv,,lv,,11/7/22 16:19,"",https://okcfox.com/news/local/oklahoma-governor-election-republican-kevin-stitt-democrat-joy-hofmeister-midterms-ascend-action-vote-education-tribes-economy-election-day-poll-joe-biden-campaign-2022-state-superintendent-united-states-senate,"",false,,9482,2022,U.S. Senate,0,Class II,11/8/22,general,false,false,IND,Woods,30094,Ray Woods,2.0
81574,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,North Carolina,11/4/22,11/6/22,,"",,165117,1098,lv,,lv,,11/7/22 08:47,"",https://www.thetrafalgargroup.org/news/nc-sen-1106/,"",false,REP,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Beasley,28722,Cheri Beasley,44.8
81574,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,North Carolina,11/4/22,11/6/22,,"",,165117,1098,lv,,lv,,11/7/22 08:47,"",https://www.thetrafalgargroup.org/news/nc-sen-1106/,"",false,REP,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Budd,28723,Ted Budd,51.2
81581,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Arizona,11/4/22,11/6/22,,"",,165128,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Kelly,20633,Mark Kelly,51.0
81581,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Arizona,11/4/22,11/6/22,,"",,165128,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Masters,28668,Blake Masters,47.0
81581,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Arizona,11/4/22,11/6/22,,"",,165128,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Victor,30075,Marc Victor,2.0
81582,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,California,11/4/22,11/6/22,,"",,165129,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,9480,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Padilla,30797,Alex Padilla,53.0
81582,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,California,11/4/22,11/6/22,,"",,165129,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,9480,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Meuser,30798,Mark P. Meuser,37.0
81582,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,California,11/4/22,11/6/22,,"",,165130,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8921,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Padilla,29277,Alex Padilla,53.0
81582,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,California,11/4/22,11/6/22,,"",,165130,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8921,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Meuser,29384,Mark P. Meuser,37.0
81583,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Florida,11/4/22,11/6/22,,"",,165131,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8924,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Demings,25620,Val Demings,44.0
81583,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Florida,11/4/22,11/6/22,,"",,165131,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8924,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Rubio,25621,Marco Rubio,54.0
81584,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Georgia,11/4/22,11/6/22,,"",,165132,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Warnock,19086,Raphael Warnock,49.0
81584,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Georgia,11/4/22,11/6/22,,"",,165132,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Walker,19088,Herschel Junior Walker,49.0
81584,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Georgia,11/4/22,11/6/22,,"",,165132,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Oliver,29535,Chase Oliver,1.0
81585,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Illinois,11/4/22,11/6/22,,"",,165133,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8928,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Duckworth,29281,Tammy Duckworth,58.0
81585,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Illinois,11/4/22,11/6/22,,"",,165133,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8928,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Salvi,30396,Kathy Salvi,40.0
81586,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Nevada,11/4/22,11/6/22,,"",,165134,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8937,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Cortez Masto,28593,Catherine Cortez Masto,48.0
81586,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Nevada,11/4/22,11/6/22,,"",,165134,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8937,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Laxalt,28594,Adam Paul Laxalt,49.0
81587,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,New York,11/4/22,11/6/22,,"",,165135,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8939,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Schumer,29286,Charles E. Schumer,59.0
81587,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,New York,11/4/22,11/6/22,,"",,165135,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8939,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Pinion,29771,Joe Pinion,39.0
81588,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Ohio,11/4/22,11/6/22,,"",,165136,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8942,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Ryan,19168,Tim Ryan,46.0
81588,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Ohio,11/4/22,11/6/22,,"",,165136,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8942,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Vance,19167,J.D. Vance,54.0
81589,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Pennsylvania,11/4/22,11/6/22,,"",,165137,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8945,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Fetterman,20700,John Fetterman,49.0
81589,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Pennsylvania,11/4/22,11/6/22,,"",,165137,450,lv,,lv,,11/7/22 11:15,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8945,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Oz,28740,Mehmet Oz,48.0
81590,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Wisconsin,11/4/22,11/6/22,,"",,165138,450,lv,,lv,,11/7/22 11:16,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8951,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Barnes,28662,Mandela Barnes,47.0
81590,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,Wisconsin,11/4/22,11/6/22,,"",,165138,450,lv,,lv,,11/7/22 11:16,"",https://researchco.ca/2022/11/07/2022-midterm-uspoli/,"",false,,8951,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Johnson,19211,Ron Johnson,53.0
81592,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Georgia,11/4/22,11/6/22,,"",,165157,1103,lv,,lv,,11/7/22 11:39,"",https://www.thetrafalgargroup.org/news/ga-sen-1107/,"",false,REP,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Warnock,19086,Raphael Warnock,46.5
81592,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Georgia,11/4/22,11/6/22,,"",,165157,1103,lv,,lv,,11/7/22 11:39,"",https://www.thetrafalgargroup.org/news/ga-sen-1107/,"",false,REP,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Walker,19088,Herschel Junior Walker,49.7
81592,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Georgia,11/4/22,11/6/22,,"",,165157,1103,lv,,lv,,11/7/22 11:39,"",https://www.thetrafalgargroup.org/news/ga-sen-1107/,"",false,REP,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Oliver,29535,Chase Oliver,2.2
81596,1308,Data Orbital,"","",Data Orbital,73,Data Orbital,A/B,Live Phone,Arizona,11/4/22,11/6/22,,"",,165192,550,lv,,lv,,11/7/22 12:12,"",https://dataorbital.com/final-az-general-election-polls-republicans-in-a-strong-position-going-into-election-day-2022/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Kelly,20633,Mark Kelly,48.2
81596,1308,Data Orbital,"","",Data Orbital,73,Data Orbital,A/B,Live Phone,Arizona,11/4/22,11/6/22,,"",,165192,550,lv,,lv,,11/7/22 12:12,"",https://dataorbital.com/final-az-general-election-polls-republicans-in-a-strong-position-going-into-election-day-2022/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Masters,28668,Blake Masters,46.5
81596,1308,Data Orbital,"","",Data Orbital,73,Data Orbital,A/B,Live Phone,Arizona,11/4/22,11/6/22,,"",,165192,550,lv,,lv,,11/7/22 12:12,"",https://dataorbital.com/final-az-general-election-polls-republicans-in-a-strong-position-going-into-election-day-2022/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Victor,30075,Marc Victor,1.8
81569,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,11/2/22,11/6/22,,"",,165106,2077,lv,,lv,,11/6/22 20:20,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1717&context=survey_center_polls,"",false,,8938,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Hassan,18225,Maggie Hassan,50.0
81569,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,11/2/22,11/6/22,,"",,165106,2077,lv,,lv,,11/6/22 20:20,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1717&context=survey_center_polls,"",false,,8938,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Bolduc,18228,Donald C. Bolduc,48.0
81569,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,11/2/22,11/6/22,,"",,165106,2077,lv,,lv,,11/6/22 20:20,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1717&context=survey_center_polls,"",false,,8938,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Kauffman,29746,Jeremy Kauffman,1.0
81603,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Live Phone/Online/Text,North Carolina,11/2/22,11/6/22,,"",,165206,1322,lv,,lv,,11/7/22 16:33,"",https://www.filesforprogress.org/datasets/2022/11/dfp_nc_final_midterm_tabs.pdf,"",false,,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Beasley,28722,Cheri Beasley,45.0
81603,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Live Phone/Online/Text,North Carolina,11/2/22,11/6/22,,"",,165206,1322,lv,,lv,,11/7/22 16:33,"",https://www.filesforprogress.org/datasets/2022/11/dfp_nc_final_midterm_tabs.pdf,"",false,,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Budd,28723,Ted Budd,51.0
81603,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Live Phone/Online/Text,North Carolina,11/2/22,11/6/22,,"",,165206,1322,lv,,lv,,11/7/22 16:33,"",https://www.filesforprogress.org/datasets/2022/11/dfp_nc_final_midterm_tabs.pdf,"",false,,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Bray,29812,Shannon W. Bray,2.0
81603,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Live Phone/Online/Text,North Carolina,11/2/22,11/6/22,,"",,165206,1322,lv,,lv,,11/7/22 16:33,"",https://www.filesforprogress.org/datasets/2022/11/dfp_nc_final_midterm_tabs.pdf,"",false,,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,GRE,Hoh,30194,Matthew Hoh,1.0
81612,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Live Phone/Online/Text,Nevada,11/2/22,11/6/22,,"",,165228,1100,lv,,lv,,11/7/22 17:26,also conducted by mail,https://www.filesforprogress.org/datasets/2022/11/dfp_nv_final_midterm_tabs.pdf,"",false,,8937,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Cortez Masto,28593,Catherine Cortez Masto,47.0
81612,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Live Phone/Online/Text,Nevada,11/2/22,11/6/22,,"",,165228,1100,lv,,lv,,11/7/22 17:26,also conducted by mail,https://www.filesforprogress.org/datasets/2022/11/dfp_nv_final_midterm_tabs.pdf,"",false,,8937,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Laxalt,28594,Adam Paul Laxalt,49.0
81612,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Live Phone/Online/Text,Nevada,11/2/22,11/6/22,,"",,165228,1100,lv,,lv,,11/7/22 17:26,also conducted by mail,https://www.filesforprogress.org/datasets/2022/11/dfp_nv_final_midterm_tabs.pdf,"",false,,8937,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Scott,29736,Neil Scott,2.0
